"Progeny" "Sire" "Dam" "Sex" "G" "NMPrg" "NFPrg" "F" "Homo" "Phen" "Res" "Polygene" "QTL"
36 0 0 "F" 0 1 1 0 0.556667 -12.4079868476994 -8.25726321695999 0 -4.15072363073942
37 0 0 "F" 0 1 0 0 0.533333 -21.9647968920891 -10.0435783502472 0 -11.9212185418419
38 0 0 "F" 0 2 1 0 0.603333 -1.65440704923491 -12.8558956860517 0 11.2014886368168
39 0 0 "F" 0 1 1 0 0.56 15.0276389760939 7.26581808429507 0 7.76182089179882
40 0 0 "F" 0 1 2 0 0.576667 -2.46997431096464 -2.90124107237768 0 0.43126676141304
41 0 0 "F" 0 1 2 0 0.576667 -22.9895500767528 -11.6016402472734 0 -11.3879098294794
42 0 0 "F" 0 1 1 0 0.56 -3.67503715009902 0.683029741380212 0 -4.35806689147923
43 0 0 "F" 0 2 1 0 0.553333 17.3883374856352 10.7388038715443 0 6.64953361409092
44 0 0 "F" 0 0 3 0 0.526667 -3.04400109445867 2.54122999611988 0 -5.58523109057855
45 0 0 "F" 0 1 2 0 0.513333 -24.4145707099051 -6.59644708627551 0 -17.8181236236296
46 0 0 "F" 0 2 1 0 0.526667 6.44617538846171 12.3344619577679 0 -5.88828656930618
47 0 0 "F" 0 2 1 0 0.516667 -15.5845873315027 -3.82986594147004 0 -11.7547213900327
48 0 0 "F" 0 1 2 0 0.57 5.13512607354478 11.0032001220548 0 -5.86807404851004
49 0 0 "F" 0 2 1 0 0.51 -5.36727053591955 10.3770237953816 0 -15.7442943313012
50 0 0 "F" 0 0 1 0 0.52 -5.54877944407162 -10.6677654843207 0 5.11898604024909
51 0 0 "F" 0 2 1 0 0.533333 -12.2313723401734 -1.97382820231525 0 -10.2575441378582
52 0 0 "F" 0 1 1 0 0.516667 0.539790312375049 -0.083838436642141 0 0.62362874901719
53 0 0 "F" 0 1 0 0 0.553333 3.89449864922641 -0.710453274398841 0 4.60495192362525
54 0 0 "F" 0 3 0 0 0.576667 10.3712307230175 -2.48912743252976 0 12.8603581555473
55 0 0 "F" 0 2 1 0 0.533333 -0.953100651287512 12.6806586450293 0 -13.6337592963169
56 0 0 "F" 0 3 0 0 0.596667 -18.7018898332614 -5.91625782034972 0 -12.7856320129117
57 0 0 "F" 0 1 2 0 0.543333 -11.8988328158844 -14.5312896419095 0 2.63245682602509
58 0 0 "F" 0 2 1 0 0.57 -9.59502524840833 -4.26162638369708 0 -5.33339886471126
59 0 0 "F" 0 1 1 0 0.563333 9.10283856979051 13.0938838780648 0 -3.99104530827432
60 0 0 "F" 0 0 3 0 0.53 -2.14074236649363 -9.74497887932548 0 7.60423651283185
61 0 0 "F" 0 1 0 0 0.553333 -8.46707386900709 5.3493834130426 0 -13.8164572820497
62 0 0 "F" 0 1 2 0 0.54 -15.6371575617871 9.76849914268423 0 -25.4056567044713
63 0 0 "F" 0 1 1 0 0.546667 -23.9344106694879 -13.3115693310843 0 -10.6228413384036
64 0 0 "F" 0 1 2 0 0.503333 -7.86612826711517 7.1207550396286 0 -14.9868833067438
65 0 0 "F" 0 1 2 0 0.536667 20.7099702389729 18.7898051397908 0 1.92016509918203
66 13 42 "F" 1 0 0 0 0.536667 -1.32553778552868 -1.24541690626075 0 -0.0801208792679292
67 13 28 "M" 1 0 0 0 0.586667 0.447152333668414 -1.94312603886227 0 2.39027837253068
68 13 30 "M" 1 0 0 0 0.58 -8.46189799643435 -0.54635802629267 0 -7.91553997014168
69 14 40 "F" 1 0 0 0 0.52 24.4817659364735 16.3976547496383 0 8.08411118683522
70 14 64 "F" 1 1 1 0 0.6 -9.25509133201525 -14.7382887913282 0 5.48319745931293
71 14 50 "F" 1 0 0 0 0.546667 10.7512528614074 -4.94513183373854 0 15.6963846951459
72 7 36 "M" 1 0 0 0 0.496667 -6.36190061273713 -8.2669730625602 0 1.90507244982307
73 7 57 "F" 1 0 0 0 0.546667 5.05136750634309 8.22147544858591 0 -3.17010794224283
74 7 59 "M" 1 0 0 0 0.536667 26.1063718443192 11.6261795371329 0 14.4801923071863
75 15 31 "M" 1 0 0 0 0.576667 13.1869533866312 4.29617738515433 0 8.89077600147687
76 15 51 "F" 1 0 0 0 0.543333 0.489558155003403 -8.69805103821486 0 9.18760919321827
77 15 22 "F" 1 0 2 0 0.58 10.1527831945061 10.1384813404696 0 0.0143018540364699
78 3 32 "M" 1 3 1 0 0.556667 -25.4341277172358 -15.3850829830148 0 -10.049044734221
79 3 45 "F" 1 0 0 0 0.623333 -18.6755068593769 -1.26399211101311 0 -17.4115147483638
80 3 62 "M" 1 2 3 0 0.596667 -18.1241974340818 4.34581460452672 0 -22.4700120386085
81 17 53 "M" 1 0 0 0 0.563333 -25.2885979661276 -14.8099199767812 0 -10.4786779893464
82 17 63 "F" 1 0 0 0 0.506667 3.98861956214302 13.8206815738564 0 -9.83206201171341
83 16 52 "F" 1 0 0 0 0.493333 8.11447081698672 -7.31521286155239 0 15.4296836785391
84 16 34 "M" 1 0 0 0 0.483333 -10.7028200258181 -11.3065455313455 0 0.603725505527421
85 19 27 "M" 1 1 3 0 0.58 -14.3743983881331 -1.51725263361798 0 -12.8571457545151
86 19 61 "M" 1 0 0 0 0.526667 -13.0037497057789 2.90658524188092 0 -15.9103349476598
87 12 46 "M" 1 2 2 0 0.54 -13.0730251634737 -2.41594389029125 0 -10.6570812731825
88 12 23 "F" 1 0 2 0 0.486667 -25.7878709641324 -8.75711816479332 0 -17.0307527993391
89 1 54 "M" 1 0 0 0 0.55 6.80152128049003 7.32098525341821 0 -0.519463972928178
90 1 55 "F" 1 0 0 0 0.516667 -17.9741275093343 -8.72021964508391 0 -9.25390786425036
91 10 33 "M" 1 1 5 0 0.53 -3.64501902420357 -6.88044092066882 0 3.23542189646525
92 10 35 "F" 1 0 2 0 0.56 -4.6249559175371 -3.9092477464746 0 -0.715708171062503
93 4 26 "M" 1 1 4 0 0.603333 -8.06122341140276 0.148922719530853 0 -8.21014613093362
94 4 48 "M" 1 0 0 0 0.506667 5.33690252157577 6.58858435923996 0 -1.25168183766419
95 9 38 "F" 1 2 0 0 0.57 9.38143325698722 1.74809624805488 0 7.63333700893234
96 9 58 "M" 1 0 0 0 0.536667 -8.50295241080804 3.95073647867644 0 -12.4536888894845
97 6 21 "F" 1 1 1 0 0.553333 20.2795686081704 10.7944925042912 0 9.48507610387919
98 6 56 "M" 1 0 0 0 0.59 -4.69005789712089 10.6893429405284 0 -15.3794008376493
99 18 65 "M" 1 0 0 0 0.616667 -0.164902881462089 9.4809055520623 0 -9.64580843352439
100 18 39 "F" 1 0 0 0 0.536667 -1.39423280559646 1.56449224145969 0 -2.95872504705615
101 20 37 "M" 1 2 2 0 0.55 -18.815205398408 -11.7724136313785 0 -7.04279176702948
102 20 41 "M" 1 0 0 0 0.566667 -1.47053745691251 1.10293257264432 0 -2.57347002955683
103 8 47 "F" 1 1 1 0 0.553333 -7.26997287157071 6.52297584579194 0 -13.7929487173626
104 8 25 "M" 1 3 2 0 0.53 -5.81994991392134 -4.35270285553307 0 -1.46724705838827
105 2 49 "M" 1 0 0 0 0.553333 2.54434795169699 5.5873276912461 0 -3.04297973954911
106 2 29 "F" 1 0 0 0 0.54 -12.5118038311455 -4.57645490097851 0 -7.93534893016695
107 11 43 "M" 1 2 2 0 0.563333 10.9712378472286 4.83538206369828 0 6.13585578353032
108 11 60 "F" 1 0 2 0 0.6 -1.41823185398026 -4.18168010072466 0 2.76344824674439
109 5 44 "F" 1 1 1 0 0.57 -31.9653430069013 -7.79760690040554 0 -24.1677361064957
110 5 24 "M" 1 2 3 0 0.536667 -3.44215402317915 7.41553805569645 0 -10.8576920788756
111 91 65 "F" 2 0 0 0 0.543333 19.4421099808442 14.1531214620945 0 5.28898851874976
112 91 38 "M" 2 2 0 0 0.553333 -19.5076712818636 -23.9371275581743 0 4.4294562763107
113 91 92 "F" 2 0 0 0.125 0.683333 -0.668613674076789 0.950434901518847 0 -1.61904857559564
114 80 23 "M" 2 0 0 0 0.513333 8.29943516844229 12.2688075511287 0 -3.96937238268639
115 80 108 "F" 2 0 0 0 0.54 -3.34009053581311 -8.82044344076425 0 5.48035290495115
116 80 55 "M" 2 2 0 0 0.556667 -12.0594294396831 7.25410374359711 0 -19.3135331832802
117 6 24 "M" 2 0 2 0 0.613333 -1.17552493670942 5.44740796876469 0 -6.6229329054741
118 6 39 "M" 2 0 2 0 0.593333 17.1976738733572 7.2887199101262 0 9.90895396323104
119 6 40 "M" 2 0 0 0 0.583333 4.0952978609884 11.2685562848884 0 -7.1732584239
120 2 95 "M" 2 0 0 0 0.586667 14.1487771060583 1.73708677677095 0 12.4116903292874
121 2 43 "F" 2 0 1 0 0.57 17.3772502048958 4.06717356576961 0 13.3100766391262
122 2 60 "F" 2 1 0 0 0.513333 18.4697295137988 9.08498222923092 0 9.38474728456784
123 20 56 "M" 2 0 0 0 0.563333 15.3538771261612 14.1231517474666 0 1.2307253786946
124 20 27 "M" 2 0 0 0 0.543333 9.96886231379899 7.4180979657408 0 2.55076434805819
125 20 41 "F" 2 0 0 0 0.563333 -9.62544943322049 -12.7818845386805 0 3.15643510546003
126 110 30 "F" 2 0 1 0 0.563333 -13.8952078318239 -0.652607623118611 0 -13.2426002087052
127 110 26 "F" 2 1 0 0 0.523333 -4.30409458560331 -0.764146002795578 0 -3.53994858280773
128 85 62 "F" 2 0 0 0 0.576667 -27.1537197397615 -3.842872137588 0 -23.3108476021735
129 85 25 "F" 2 0 1 0 0.536667 5.11726683538285 0.349789702464869 0 4.76747713291798
130 14 54 "M" 2 0 0 0 0.596667 17.2407378747311 5.88841455823374 0 11.3523233164974
131 14 52 "M" 2 0 0 0 0.6 30.9788151903111 16.3265047890441 0 14.6523104012671
132 104 58 "M" 2 1 1 0 0.523333 11.5559216889821 5.49637891992047 0 6.05954276906164
133 104 32 "F" 2 0 0 0 0.526667 7.57569630542595 -9.01875081633659 0 16.5944471217625
134 18 70 "F" 2 0 0 0 0.54 10.2144754349703 15.5336934727555 0 -5.3192180377852
135 18 34 "M" 2 1 1 0 0.523333 2.57493022038992 11.4837747996727 0 -8.90884457928277
136 93 109 "F" 2 0 0 0 0.536667 3.56954844242103 11.8090874776056 0 -8.23953903518455
137 93 51 "M" 2 0 0 0 0.57 -19.1401132859777 -8.36098755225058 0 -10.7791257337271
138 13 103 "F" 2 0 0 0 0.52 2.68985856150228 12.5034334353585 0 -9.81357487385622
139 13 49 "F" 2 0 0 0 0.64 -9.16454205532118 7.71112993561581 0 -16.875671990937
140 9 47 "M" 2 0 2 0 0.546667 0.232560402793115 -0.363318235280661 0 0.595878638073776
141 9 57 "M" 2 1 2 0 0.52 8.84284647422913 16.0598441189719 0 -7.2169976447428
142 107 97 "M" 2 0 0 0 0.496667 -9.3486619300397 -12.3079053437023 0 2.95924341366264
143 107 48 "F" 2 0 1 0 0.583333 -6.01109397350744 -15.6056415041564 0 9.59454753064895
144 7 44 "F" 2 0 0 0 0.623333 4.70184912548993 1.87792652775296 0 2.82392259773696
145 7 88 "F" 2 1 0 0 0.503333 -4.17145625263406 7.69494958034464 0 -11.8664058329787
146 101 59 "F" 2 0 1 0 0.57 -6.19414860901254 4.41636242318429 0 -10.6105110321968
147 101 46 "F" 2 0 0 0 0.543333 -10.7943546099844 7.33797640716079 0 -18.1323310171452
148 16 33 "F" 2 0 0 0 0.543333 1.95248121275042 -7.04923998719835 0 9.00172119994877
149 16 36 "F" 2 0 1 0 0.503333 1.4782068103449 -5.16779947798415 0 6.64600628832905
150 3 63 "M" 2 1 1 0 0.546667 -9.29552958939665 -1.2878296492682 0 -8.00769994012845
151 3 22 "M" 2 1 1 0 0.526667 -24.976801852418 0.0369509029776765 0 -25.0137527553957
152 87 45 "F" 2 0 0 0 0.58 -1.22094484368521 5.8468619926894 0 -7.06780683637461
153 87 42 "M" 2 0 0 0 0.55 -10.9175456821967 9.92649305443518 0 -20.8440387366319
154 78 64 "M" 2 0 0 0 0.546667 -12.5076635438573 -6.60002374467353 0 -5.90763979918376
155 78 77 "F" 2 0 0 0 0.52 -4.69395578562608 -5.86671664073623 0 1.17276085511015
156 93 64 "F" 3 0 0 0 0.54 -23.6074288936155 -9.15217074258262 0 -14.4552581510329
157 93 65 "F" 3 0 0 0 0.56 2.54896310220775 7.57723279070437 0 -5.02826968849662
158 93 126 "F" 3 0 0 0 0.576667 -4.01586868953366 10.5639508280952 0 -14.5798195176289
159 110 122 "M" 3 0 0 0 0.526667 10.0172341995037 5.24688012716643 0 4.77035407233729
160 110 97 "F" 3 0 0 0 0.506667 -15.9281278950231 -7.42188302418903 0 -8.50624487083405
161 110 95 "M" 3 0 0 0 0.62 -14.4239039645685 -13.2421401510045 0 -1.18176381356405
162 141 24 "M" 3 0 0 0 0.536667 -3.99459905772028 4.91771217809934 0 -8.91231123581963
163 141 143 "F" 3 0 0 0 0.59 -3.01281807379433 -7.06110479938681 0 4.04828672559247
164 141 32 "F" 3 0 0 0 0.536667 -7.45389302061658 1.27135444389904 0 -8.72524746451562
165 91 88 "F" 3 0 0 0 0.566667 0.246323295621853 7.00253948673934 0 -6.75621619111749
166 91 129 "F" 3 0 0 0 0.573333 2.96885692708675 8.50712191791798 0 -5.53826499083123
167 91 58 "F" 3 0 0 0 0.563333 17.5509184919246 15.3453620519309 0 2.20555643999369
168 104 60 "F" 3 0 0 0 0.543333 23.8342560044022 22.2903031732547 0 1.54395283114752
169 104 30 "M" 3 0 0 0 0.54 -6.88739571993478 -4.60106517386045 0 -2.28633054607433
170 104 127 "M" 3 0 0 0 0.566667 6.79328449265048 5.51809146417278 0 1.2751930284777
171 107 103 "M" 3 0 0 0 0.506667 -9.02630276822057 -6.9655737088337 0 -2.06072905938686
172 107 92 "F" 3 0 0 0 0.623333 2.59687342051357 -3.73221665280704 0 6.32909007332061
173 150 109 "M" 3 0 0 0 0.573333 -25.7909208173631 -0.283082968199621 0 -25.5078378491635
174 150 34 "F" 3 0 0 0 0.553333 3.82015863334077 4.447733341479 0 -0.627574708138228
175 135 55 "M" 3 0 0 0 0.586667 -26.2078236551468 -10.2700762609124 0 -15.9377473942345
176 135 26 "F" 3 0 0 0 0.58 -8.89958862610799 -8.32482837138657 0 -0.57476025472142
177 117 57 "F" 3 0 0 0 0.566667 10.0160652281718 11.6099105756659 0 -1.59384534749405
178 117 149 "F" 3 0 0 0 0.573333 -0.0214426668748384 10.1769471982363 0 -10.1983898651112
179 116 46 "M" 3 0 0 0 0.55 6.14473226712833 10.7188079391864 0 -4.57407567205807
180 116 38 "M" 3 0 0 0 0.473333 -5.4208154330611 0.773018941025945 0 -6.19383437408705
181 118 108 "F" 3 0 0 0 0.59 11.7880679362644 -7.13255509478897 0 18.9206230310534
182 118 33 "F" 3 0 0 0 0.59 15.3147740505542 6.79086858211013 0 8.52390546844406
183 140 62 "F" 3 0 0 0 0.523333 -12.8630735451667 4.24424283360571 0 -17.1073163787725
184 140 44 "F" 3 0 0 0 0.543333 10.1851393768392 7.5602014453752 0 2.62493793146396
185 87 41 "F" 3 0 0 0 0.563333 -27.586000076049 -7.63583714824034 0 -19.9501629278087
186 87 54 "M" 3 0 0 0 0.583333 -24.7842409810106 -11.2467240006649 0 -13.5375169803457
187 101 47 "M" 3 0 0 0 0.59 -22.8015451522615 -2.9106010590699 0 -19.8909440931916
188 101 45 "M" 3 0 0 0 0.593333 -12.7370111488158 11.9169291894055 0 -24.6539403382214
189 132 43 "M" 3 0 0 0 0.54 -1.75080506094707 -2.67489708117393 0 0.924092020226866
190 132 146 "F" 3 0 0 0 0.553333 -7.41995878937093 10.5501420688681 0 -17.970100858239
191 78 70 "M" 3 0 0 0 0.566667 -2.81685841097428 -8.96609104707604 0 6.14923263610176
192 78 22 "M" 3 0 0 0 0.516667 -24.8943582565517 -10.3253831207473 0 -14.5689751358044
193 85 77 "F" 3 0 0 0 0.536667 -0.545459941727477 -4.08437879931276 0 3.53891885758528
194 85 56 "M" 3 0 0 0 0.576667 -13.6746169720772 1.08541565047348 0 -14.7600326225507
195 151 121 "F" 3 0 0 0 0.536667 -15.9241755993543 -10.9517639770773 0 -4.97241162227708
196 151 49 "M" 3 0 0 0 0.553333 -25.0959006232227 -5.89465577744148 0 -19.2012448457813
197 112 51 "M" 3 0 0 0 0.62 -14.9285995348066 -15.6232978909002 0 0.694698356093627
198 112 145 "M" 3 0 0 0 0.603333 -22.049870303173 -20.3419516966956 0 -1.70791860647733
199 80 48 "F" 3 0 0 0 0.553333 -7.303643196397 -4.30910908700532 0 -2.99453410939168
200 80 40 "F" 3 0 0 0 0.55 -8.25146346020592 6.51838787746256 0 -14.7698513376685
