"Progeny" "Sire" "Dam" "Sex" "G" "NMPrg" "NFPrg" "F" "Homo" "Phen" "Res" "Polygene" "QTL"
42 0 0 "F" 0 0 1 0 0.49 9.16378769564974 19.8769285484353 0 -10.7131408527856
43 0 0 "F" 0 2 1 0 0.553333 -6.58720057553753 -8.15307876037786 0 1.56587818484033
44 0 0 "F" 0 2 0 0 0.576667 5.28411311939042 14.1903375867381 0 -8.90622446734764
45 0 0 "F" 0 2 1 0 0.563333 -1.74963415026044 -0.55136565583772 0 -1.19826849442272
46 0 0 "F" 0 1 2 0 0.593333 -13.9285047037229 5.7802197145944 0 -19.7087244183173
47 0 0 "F" 0 2 0 0 0.56 -23.4190329362674 0.997999911908058 0 -24.4170328481755
48 0 0 "F" 0 2 1 0 0.56 20.3189193990471 6.5862943967653 0 13.7326250022818
49 0 0 "F" 0 0 3 0 0.55 -11.5483601171993 0.718099988192673 0 -12.266460105392
50 0 0 "F" 0 0 1 0 0.593333 13.3261057468743 7.65777315632166 0 5.66833259055268
51 0 0 "F" 0 0 3 0 0.566667 19.6867401148384 10.3294538758557 0 9.35728623898273
52 0 0 "F" 0 0 2 0 0.556667 -12.0602503575111 -2.51759444922404 0 -9.54265590828702
53 0 0 "F" 0 1 1 0 0.503333 -14.7393952164202 -1.28478836497975 0 -13.4546068514404
54 0 0 "F" 0 1 1 0 0.533333 -10.5998911207111 -18.9660880727605 0 8.36619695204946
55 0 0 "F" 0 0 3 0 0.56 -11.9107305286209 -0.734623348513229 0 -11.1761071801076
56 0 0 "F" 0 1 2 0 0.606667 -11.9042637286426 4.28864891507883 0 -16.1929126437215
57 0 0 "F" 0 1 2 0 0.523333 -19.4998987935166 -23.4005321759308 0 3.9006333824142
58 0 0 "F" 0 1 2 0 0.536667 1.3779353804846 3.63566590662768 0 -2.25773052614309
59 0 0 "F" 0 0 2 0 0.533333 -4.74869869546809 -11.389683580641 0 6.64098488517296
60 0 0 "F" 0 0 3 0 0.546667 -4.66398788773323 -8.89933150705864 0 4.23534361932541
61 0 0 "F" 0 1 2 0 0.503333 -2.1260509341725 7.02323736818762 0 -9.14928830236012
62 0 0 "F" 0 2 1 0 0.53 4.3442425866885 -1.69783939734741 0 6.04208198403591
63 0 0 "F" 0 2 1 0 0.53 -1.20212928063432 13.4129665350593 0 -14.6150958156936
64 0 0 "F" 0 0 1 0 0.5 5.46313044317338 2.61500911303638 0 2.848121330137
65 0 0 "F" 0 1 1 0 0.53 -2.19622934425698 5.66992138483409 0 -7.86615072909107
66 13 26 "F" 1 0 0 0 0.496667 -12.6209289803492 -6.70480565249682 0 -5.91612332785238
67 13 29 "M" 1 2 3 0 0.56 3.83232237557207 8.7374751179044 0 -4.90515274233233
68 13 24 "F" 1 0 0 0 0.543333 22.8264645361295 20.89485940416 0 1.93160513196959
69 7 22 "F" 1 0 0 0 0.576667 2.18486884154995 -5.70152677829257 0 7.88639561984251
70 7 43 "M" 1 0 0 0 0.513333 7.51976956478755 5.82187024425163 0 1.69789932053593
71 7 55 "F" 1 0 0 0 0.546667 3.47358928240676 3.99126859551437 0 -0.517679313107615
72 6 53 "F" 1 2 0 0 0.526667 12.6397690838004 6.44606804819878 0 6.19370103560158
73 6 34 "M" 1 2 3 0 0.593333 -31.8565621196034 -34.7387780757409 0 2.88221595613749
74 6 63 "F" 1 0 0 0 0.57 -28.6042062396809 -15.9461881594875 0 -12.6580180801934
75 8 56 "F" 1 1 1 0 0.52 -15.2158232243163 -0.102589021181628 0 -15.1132342031346
76 8 46 "F" 1 0 0 0 0.536667 -19.9201426626368 2.40252891867373 0 -22.3226715813105
77 8 21 "F" 1 0 0 0 0.55 13.0784804262486 15.7778115318089 0 -2.69933110556033
78 11 32 "M" 1 1 3 0 0.576667 -23.9180143058761 -3.0898933684881 0 -20.828120937388
79 11 36 "F" 1 0 0 0 0.566667 -37.2120113913291 -12.3337095485039 0 -24.8783018428252
80 11 62 "M" 1 0 0 0 0.556667 -8.66980303665545 4.66993443249734 0 -13.3397374691528
81 18 33 "F" 1 0 0 0 0.5 15.0924706666298 15.2864597013445 0 -0.193989034714754
82 18 28 "F" 1 0 0 0 0.536667 -3.98080615700598 4.47136502010692 0 -8.45217117711289
83 19 45 "F" 1 1 1 0 0.583333 -11.5561098547834 -5.21753212773204 0 -6.33857772705136
84 19 42 "F" 1 1 1 0 0.606667 -6.59594751942151 0.260544197093798 0 -6.8564917165153
85 3 30 "M" 1 0 0 0 0.52 20.6495624231796 8.04363482443594 0 12.6059275987437
86 3 52 "F" 1 0 2 0 0.52 6.60927951332083 3.85925298185984 0 2.75002653146099
87 1 41 "M" 1 0 0 0 0.566667 -13.8587053006793 4.96306878452258 0 -18.8217740852018
88 1 25 "M" 1 4 2 0 0.52 -13.7447961654464 -13.3817424784425 0 -0.363053687003885
89 9 35 "M" 1 2 2 0 0.606667 9.74511967843995 7.26828176634812 0 2.47683791209183
90 9 49 "F" 1 0 0 0 0.563333 -18.3267878502985 -26.962754246745 0 8.63596639644655
91 5 61 "M" 1 0 0 0 0.483333 -24.1792581273419 -20.651678314458 0 -3.52757981288385
92 5 50 "F" 1 0 0 0 0.57 -7.1814542900835 -3.48171256099266 0 -3.69974172909084
93 14 64 "F" 1 1 1 0 0.52 -0.955700688347951 2.6414456124822 0 -3.59714630083015
94 14 57 "F" 1 0 0 0 0.57 4.01892912524221 16.3595354715856 0 -12.3406063463434
95 16 58 "M" 1 2 2 0 0.576667 -9.96507344168026 -7.92287250615335 0 -2.04220093552691
96 16 44 "M" 1 2 3 0 0.506667 29.1358441474751 17.429455067978 0 11.7063890794971
97 10 37 "F" 1 0 0 0 0.53 14.5816652041352 7.1443675473018 0 7.43729765683341
98 10 65 "M" 1 3 1 0 0.563333 8.06169592679253 16.4707769435642 0 -8.40908101677171
99 20 40 "F" 1 0 0 0 0.556667 -3.30986282977387 8.24935413348567 0 -11.5592169632595
100 20 51 "F" 1 0 0 0 0.553333 -1.46112797704298 2.65137766583929 0 -4.11250564288226
101 15 27 "F" 1 0 0 0 0.573333 8.46076919424578 4.68041701857378 0 3.780352175672
102 15 60 "F" 1 0 0 0 0.546667 -2.39074012248722 2.80971435377185 0 -5.20045447625907
103 17 48 "M" 1 1 3 0 0.58 5.12773187511724 -4.60495684823822 0 9.73268872335547
104 17 39 "F" 1 1 1 0 0.513333 21.7323484823746 -1.1957075733514 0 22.928056055726
105 2 59 "F" 1 0 0 0 0.546667 6.42841201576045 -3.83246373169948 0 10.2608757474599
106 2 54 "F" 1 0 2 0 0.486667 10.7426282422439 6.14021345092325 0 4.6024147913207
107 12 23 "M" 1 0 0 0 0.52 -2.45508390999202 1.13685421844662 0 -3.59193812843864
108 12 31 "F" 1 1 1 0 0.543333 -22.1842052235048 -12.7333372990332 0 -9.45086792447162
109 4 47 "M" 1 2 2 0 0.623333 -18.1546857607384 -0.872922525119537 0 -17.2817632356189
110 4 38 "M" 1 0 0 0 0.54 -5.35302221460096 8.53700743109838 0 -13.8900296456993
111 88 63 "M" 2 0 2 0 0.523333 -14.5160499185372 -7.16171198055092 0 -7.35433793798629
112 88 26 "M" 2 0 0 0 0.533333 -10.9649443281298 -7.41131603854154 0 -3.5536282895883
113 88 37 "F" 2 0 0 0 0.56 9.1755610698721 13.9294212393661 0 -4.75386016949396
114 8 93 "M" 2 0 0 0 0.573333 -6.7292014164 6.32566790247799 0 -13.054869318878
115 8 38 "M" 2 0 0 0 0.58 -0.00409886518526825 0.849289865957862 0 -0.85338873114313
116 8 51 "F" 2 0 1 0 0.58 -5.24366665525632 -1.94227380669715 0 -3.30139284855916
117 96 43 "M" 2 0 0 0 0.553333 12.919998458306 5.63332058395147 0 7.28667787435454
118 96 44 "M" 2 0 0 0.25 0.563333 -10.0094217279559 -9.30535244397315 0 -0.704069283982751
119 96 61 "F" 2 0 1 0 0.506667 18.9502612379713 14.2476899398747 0 4.70257129809663
120 3 25 "F" 2 0 0 0 0.603333 -4.46828597843084 -12.535096242169 0 8.06681026373819
121 3 62 "F" 2 0 1 0 0.5 22.3864357885787 9.28855314306774 0 13.097882645511
122 3 39 "F" 2 0 0 0 0.566667 5.65242743571212 -0.365583441212264 0 6.01801087692439
123 15 72 "M" 2 0 2 0 0.513333 -15.5497776586477 -3.91009601706978 0 -11.6396816415779
124 15 59 "F" 2 0 0 0 0.586667 20.1258600922091 22.9133609151788 0 -2.7875008229697
125 15 84 "F" 2 0 0 0 0.57 -18.3008890432808 0.713915346622064 0 -19.0148043899029
126 103 49 "F" 2 0 0 0 0.56 -8.47259934252462 3.15006152226979 0 -11.6226608647944
127 103 57 "M" 2 0 0 0 0.53 13.2545972371298 1.62151025853994 0 11.6330869785899
128 109 86 "F" 2 1 0 0 0.556667 -28.850313311133 -8.98720744056014 0 -19.8631058705728
129 109 104 "M" 2 2 1 0 0.563333 1.92307158533328 -2.13863383566688 0 4.06170542100016
130 16 106 "F" 2 0 0 0 0.566667 7.79031603086821 6.50296183465479 0 1.28735419621343
131 16 46 "F" 2 0 1 0 0.52 -21.647385110746 -20.9229663558838 0 -0.724418754862176
132 6 35 "M" 2 1 1 0 0.516667 23.3841125954998 4.99562673288182 0 18.388485862618
133 6 48 "M" 2 0 0 0 0.546667 34.6491531352012 17.0985939015173 0 17.550559233684
134 14 83 "M" 2 1 2 0 0.506667 -22.6256199659447 -7.32777733750504 0 -15.2978426284397
135 14 24 "F" 2 0 0 0 0.59 10.6740542713174 8.74469590273852 0 1.92935836857888
136 78 58 "F" 2 0 0 0 0.52 -18.2861251727047 -1.14595213777357 0 -17.1401730349311
137 78 65 "F" 2 1 0 0 0.566667 2.32559901746461 15.377022337567 0 -13.0514233201024
138 98 56 "M" 2 0 0 0 0.57 -1.58994188362807 -0.201442151447493 0 -1.38849973218057
139 98 28 "M" 2 0 2 0 0.576667 -10.693057556098 -3.81377830729805 0 -6.87927924879991
140 73 55 "F" 2 0 0 0 0.593333 -3.48650400577149 -4.40332373573139 0 0.916819729959901
141 73 45 "M" 2 1 1 0 0.563333 -10.723292692182 -8.60735433912907 0 -2.1159383530529
142 11 36 "F" 2 0 0 0 0.566667 -4.04853033132016 10.5969413964153 0 -14.6454717277354
143 11 40 "F" 2 0 1 0 0.56 -27.7761084255761 -12.8920772976533 0 -14.8840311279229
144 10 47 "M" 2 0 0 0 0.573333 -33.5435071078032 -22.0781730476364 0 -11.4653340601668
145 10 54 "M" 2 1 1 0 0.54 14.0882945130165 -6.69536963040346 0 20.78366414342
146 67 75 "F" 2 0 0 0 0.543333 18.3106456678765 22.2319994789887 0 -3.92135381111223
147 67 22 "F" 2 0 0 0 0.553333 -2.36186362117527 8.01435113150061 0 -10.3762147526759
148 17 29 "F" 2 0 1 0 0.596667 -12.9228780023107 -10.3263883410837 0 -2.59648966122696
149 17 60 "F" 2 0 0 0 0.55 -3.4584373519147 -2.40169315278001 0 -1.05674419913469
150 89 53 "M" 2 1 1 0 0.53 5.16873755272464 9.56214137041794 0 -4.39340381769331
151 89 32 "F" 2 0 0 0 0.63 -8.03224841038802 -0.883898314298466 0 -7.14835009608956
152 95 27 "M" 2 0 2 0 0.61 -31.0774110400425 -27.7999575625849 0 -3.27745347745762
153 95 52 "F" 2 0 0 0 0.55 -22.9405362186853 -21.3172101509294 0 -1.62332606775584
154 12 31 "F" 2 0 0 0 0.51 8.39541257662924 16.1635989952192 0 -7.76818641859
155 12 108 "F" 2 1 0 0.25 0.533333 6.45927218739992 6.18043734729486 0 0.278834840105058
156 67 35 "M" 3 0 0 0 0.503333 -0.502331565439768 -6.05518902008825 0 5.55285745464848
157 67 25 "M" 3 0 0 0 0.536667 -13.6606927441683 -23.2089015234195 0 9.54820877925119
158 67 49 "F" 3 0 0 0 0.523333 11.218367999333 16.4436936379153 0 -5.22532563858228
159 134 51 "F" 3 0 0 0 0.573333 -2.11254985841813 4.4986142646901 0 -6.61116412310822
160 134 93 "F" 3 0 0 0.125 0.536667 8.91367595025288 18.5908674256307 0 -9.67719147537785
161 134 72 "M" 3 0 0 0 0.496667 0.472500575165448 4.65893856851403 0 -4.18643799334858
162 129 75 "M" 3 0 0 0 0.556667 -11.1056420799278 -3.495435551795 0 -7.6102065281328
163 129 131 "F" 3 0 0 0 0.5 16.4556385737648 -3.7880490772476 0 20.2436876510124
164 129 45 "M" 3 0 0 0 0.49 -3.22293839192599 -13.108647269661 0 9.88570887773499
165 73 29 "M" 3 0 0 0 0.563333 1.31198391365733 0.668283276705618 0 0.643700636951709
166 73 55 "F" 3 0 0 0 0.503333 6.81712098443005 15.2932860239677 0 -8.47616503953761
167 73 28 "F" 3 0 0 0 0.536667 -12.6144721647289 -3.30455003043521 0 -9.30992213429373
168 88 56 "F" 3 0 0 0 0.593333 -10.1713153995231 -6.06683179495209 0 -4.104483604571
169 88 108 "M" 3 0 0 0 0.6 -19.4209885185168 -10.5458003836594 0 -8.87518813485742
170 88 84 "M" 3 0 0 0 0.57 3.06065523989453 7.01166091667066 0 -3.95100567677614
171 132 155 "M" 3 0 0 0 0.563333 0.206601075110358 -11.2094648329689 0 11.4160659080792
172 132 58 "F" 3 0 0 0 0.55 7.61224061507459 -3.76087018782004 0 11.3731108028946
173 123 31 "F" 3 0 0 0 0.56 -2.59273209956835 11.8716059282269 0 -14.4643380277953
174 123 43 "F" 3 0 0 0 0.536667 13.9465854513854 18.8632557190227 0 -4.91667026763725
175 89 46 "M" 3 0 0 0 0.55 -21.414223044199 -16.3994876033771 0 -5.01473544082191
176 89 48 "F" 3 0 0 0 0.623333 9.89025504233133 11.6031495662668 0 -1.71289452393547
177 96 24 "F" 3 0 0 0 0.543333 19.7434950115854 -3.72405506797458 0 23.46755007956
178 96 106 "F" 3 0 0 0 0.64 -16.3448623507629 -13.8102471647514 0 -2.53461518601152
179 141 62 "M" 3 0 0 0 0.53 -10.5361678567051 -8.84032562221494 0 -1.69584223449019
180 141 38 "F" 3 0 0 0 0.543333 11.3147076405387 11.2250058966734 0 0.0897017438652929
181 139 148 "F" 3 0 0 0 0.51 -14.2636223401175 -12.5345197142059 0 -1.72910262591169
182 139 57 "F" 3 0 0 0 0.516667 -2.9131613866438 -5.83433932166414 0 2.92117793502034
183 150 37 "M" 3 0 0 0 0.563333 -8.50741472961323 1.22551793815776 0 -9.73293266777099
184 150 104 "F" 3 0 0 0 0.54 4.13653991022881 1.97542287879143 0 2.16111703143738
185 145 143 "F" 3 0 0 0 0.57 -12.1936844406603 -16.2427404258414 0 4.04905598518111
186 145 36 "M" 3 0 0 0 0.543333 -8.86872348188888 -13.568671345887 0 4.69994786399813
187 111 61 "F" 3 0 0 0 0.556667 -2.66398435828552 -1.93269321045163 0 -0.731291147833885
188 111 83 "F" 3 0 0 0 0.506667 10.7318489413042 9.97792307071553 0 0.753925870588682
189 152 26 "F" 3 0 0 0 0.546667 -6.48045608846861 -5.54705232807717 0 -0.933403760391434
190 152 40 "F" 3 0 0 0 0.58 -9.43099225882282 -3.69251397502378 0 -5.73847828379904
191 78 32 "M" 3 0 0 0.25 0.783333 -4.06024244833639 4.32125181781089 0 -8.38149426614728
192 78 22 "F" 3 0 0 0 0.616667 -25.8446724780665 -9.77117533773892 0 -16.0734971403276
193 98 63 "M" 3 0 0 0 0.55 4.94011218326191 13.5631007914691 0 -8.62298860820717
194 98 116 "F" 3 0 0 0 0.533333 -10.0822934076553 -9.98870669668722 0 -0.0935867109680344
195 103 121 "F" 3 0 0 0 0.516667 14.8484454924316 -4.87191995829994 0 19.7203654507316
196 103 86 "F" 3 0 0 0 0.533333 -12.2960716571046 -13.2847235031262 0 0.988651846021634
197 109 128 "M" 3 0 0 0.25 1 -19.7697929046796 5.5989751756273 0 -25.3687680803069
198 109 60 "F" 3 0 0 0 0.536667 -12.2706327247843 -3.67092185384162 0 -8.59971087094271
199 95 119 "F" 3 0 0 0.0625 0.596667 -7.85830420656768 -5.48639797846183 0 -2.37190622810585
200 95 137 "M" 3 0 0 0 0.556667 -15.6010787027796 -2.4800183572532 0 -13.1210603455264
