"Progeny" "Sire" "Dam" "Sex" "G" "NMPrg" "NFPrg" "F" "Homo" "Phen" "Res" "Polygene" "QTL"
39 0 0 "F" 0 1 2 0 0.55 -8.19510470849136 10.6540232704555 0 -18.8491279789468
40 0 0 "F" 0 0 3 0 0.56 8.91408771008618 9.70202017340543 0 -0.787932463319254
41 0 0 "F" 0 0 3 0 0.53 -36.8194237987824 -1.01629238461632 0 -35.8031314141661
42 0 0 "F" 0 1 1 0 0.506667 18.4142741375908 14.0320348855821 0 4.38223925200877
43 0 0 "F" 0 2 1 0 0.566667 -25.7670421725565 -17.7677563229464 0 -7.99928584961005
44 0 0 "F" 0 1 2 0 0.513333 5.91509747671655 6.2286739099101 0 -0.313576433193545
45 0 0 "F" 0 1 1 0 0.513333 -23.9682525633867 -5.22283351277008 0 -18.7454190506166
46 0 0 "F" 0 1 0 0 0.596667 17.376907807428 13.222309556847 0 4.15459825058102
47 0 0 "F" 0 1 2 0 0.573333 -11.3440904473836 -3.63440326844656 0 -7.70968717893708
48 0 0 "F" 0 0 1 0 0.576667 10.2813691162971 13.190657425688 0 -2.90928830939087
49 0 0 "F" 0 2 1 0 0.593333 -4.9235127125578 0.437790676442974 0 -5.36130338900077
50 0 0 "F" 0 1 2 0 0.52 -13.3531692470945 -18.7865588200619 0 5.43338957296741
51 0 0 "F" 0 2 1 0 0.52 -9.10914065689443 -4.47062182019648 0 -4.63851883669795
52 0 0 "F" 0 1 1 0 0.493333 -19.0671511915168 -17.385979472079 0 -1.6811717194378
53 0 0 "F" 0 1 2 0 0.51 -8.94370731992705 1.78864848627153 0 -10.7323558061986
54 0 0 "F" 0 1 0 0 0.496667 16.0332633856516 18.9746570014621 0 -2.94139361581055
55 0 0 "F" 0 1 2 0 0.7 -31.8061878233879 -22.719254860193 0 -9.08693296319497
56 0 0 "F" 0 0 3 0 0.56 -7.74447900647812 9.80464138734608 0 -17.5491203938242
57 0 0 "F" 0 0 2 0 0.636667 -10.2443926641964 -13.9882561629245 0 3.74386349872802
58 0 0 "F" 0 1 2 0 0.523333 30.6698513377279 18.2487242294358 0 12.4211271082921
59 0 0 "F" 0 0 3 0 0.583333 14.0811446696711 13.8129872992883 0 0.268157370382808
60 0 0 "F" 0 0 1 0 0.53 1.35130638452216 -8.38851875034352 0 9.73982513486568
61 0 0 "F" 0 0 3 0 0.52 -15.5367659824295 -2.61995774514031 0 -12.9168082372892
62 0 0 "F" 0 1 2 0 0.493333 -5.58124784506572 -0.688440280170231 0 -4.89280756489549
63 0 0 "F" 0 1 1 0 0.536667 -0.436330610716424 -3.78883556530106 0 3.35250495458464
64 0 0 "F" 0 0 1 0 0.616667 35.4065249326041 25.8195892772433 0 9.58693565536081
65 0 0 "F" 0 2 1 0 0.576667 -4.14198848333058 1.29834137345586 0 -5.44032985678643
66 2 64 "F" 1 0 0 0 0.57 6.72710655689334 -7.13024980216354 0 13.8573563590569
67 2 44 "F" 1 0 0 0 0.526667 15.5974993574037 6.37994242919495 0 9.21755692820873
68 2 34 "F" 1 1 1 0 0.543333 -0.971846528789183 2.01691591615917 0 -2.98876244494835
69 19 42 "F" 1 0 0 0 0.606667 7.49787726077398 -0.699169482402035 0 8.19704674317602
70 19 56 "F" 1 0 0 0 0.633333 -14.0257185166679 -0.924898754027451 0 -13.1008197626404
71 19 61 "F" 1 0 2 0 0.58 -12.6786524591411 4.48903273111376 0 -17.1676851902548
72 6 29 "F" 1 1 1 0 0.55 -22.8334032632283 -10.6435567068737 0 -12.1898465563547
73 6 27 "F" 1 0 0 0 0.576667 -10.5661796568517 -11.6241932214223 0 1.05801356457052
74 6 25 "M" 1 0 0 0 0.6 31.1390752008533 16.4852174670445 0 14.6538577338088
75 13 37 "M" 1 0 0 0 0.506667 -21.7050736951002 -20.6209601933992 0 -1.08411350170106
76 13 39 "M" 1 2 3 0 0.566667 -9.29236377608614 0.127497209649686 0 -9.41986098573583
77 13 50 "F" 1 0 0 0 0.513333 -12.3519172688556 -10.8752834931043 0 -1.47663377575135
78 11 31 "M" 1 2 3 0 0.556667 -7.98521991620771 2.70539493204341 0 -10.6906148482511
79 11 26 "M" 1 0 0 0 0.543333 -1.71880661201678 10.0845187327274 0 -11.8033253447441
80 11 38 "M" 1 3 1 0 0.52 -32.4360173253313 -20.7440475425644 0 -11.6919697827669
81 4 28 "M" 1 0 0 0 0.58 1.02814917766846 8.96822271785611 0 -7.94007354018765
82 4 48 "F" 1 0 0 0 0.543333 -16.7100285562406 -0.499957668760446 0 -16.2100708874802
83 10 24 "M" 1 3 2 0 0.553333 -18.7565092377517 -13.4534931044337 0 -5.30301613331801
84 10 21 "M" 1 1 4 0 0.57 -40.6512293837139 -19.3121153434974 0 -21.3391140402166
85 12 36 "F" 1 0 0 0 0.623333 1.46807671404101 7.09581583477091 0 -5.6277391207299
86 12 52 "M" 1 2 2 0 0.486667 -10.7108429456106 -1.57905031916312 0 -9.13179262644752
87 15 58 "M" 1 0 0 0 0.61 13.5880025992028 2.16367872708493 0 11.4243238721179
88 15 54 "M" 1 2 2 0 0.566667 4.94754405755567 8.17362075775254 0 -3.22607670019687
89 20 22 "M" 1 2 3 0 0.536667 17.4519513457209 17.2717575450325 0 0.180193800688458
90 20 46 "M" 1 0 0 0 0.553333 -1.67379878411007 -1.03770292463275 0 -0.636095859477322
91 5 47 "F" 1 0 2 0 0.58 -20.8621820998336 -5.57122290824299 0 -15.2909591915906
92 5 23 "M" 1 0 0 0 0.533333 2.69253661548456 14.2830142987646 0 -11.5904776832801
93 9 51 "M" 1 0 0 0 0.543333 -22.4512172259593 -8.92957402100141 0 -13.5216432049579
94 9 41 "F" 1 0 0 0 0.54 -23.7612128883223 -11.5757124007267 0 -12.1855004875955
95 16 60 "F" 1 1 1 0 0.56 -7.06635524983635 -5.30296454929057 0 -1.76339070054578
96 16 32 "F" 1 2 0 0 0.563333 8.23342755717903 24.4568275766683 0 -16.2234000194893
97 14 30 "F" 1 0 0 0 0.533333 -17.0652970412607 -8.32495797997412 0 -8.74033906128654
98 14 40 "F" 1 0 0 0 0.533333 0.688746380760723 4.13519848829901 0 -3.44645210753828
99 17 45 "F" 1 0 0 0 0.503333 -40.0346161395427 -11.7868314072463 0 -28.2477847322964
100 17 65 "M" 1 1 3 0 0.566667 -25.3637070639648 -11.7403475846922 0 -13.6233594792725
101 3 62 "F" 1 0 0 0 0.493333 -9.46172333730623 -3.32923350974514 0 -6.13248982756109
102 3 53 "M" 1 1 3 0 0.553333 8.01929540680451 13.631137069225 0 -5.61184166242045
103 18 59 "F" 1 0 2 0 0.63 -6.52609146481056 -4.69147339576369 0 -1.83461806904688
104 18 49 "M" 1 0 0 0 0.583333 8.78514275268702 8.42875632136583 0 0.356386431321193
105 8 33 "M" 1 0 0 0 0.523333 -22.4638278631663 -14.5799372254209 0 -7.88389063774547
106 8 57 "F" 1 1 1 0 0.523333 1.53943640195454 -4.0030592004892 0 5.54249560244374
107 7 63 "F" 1 0 0 0 0.543333 -26.6675477958726 -7.76417285336318 0 -18.9033749425094
108 7 55 "F" 1 0 0 0 0.553333 -26.1490670339976 -3.6929651130101 0 -22.4561019209875
109 1 43 "M" 1 0 0 0 0.533333 12.3219468444372 12.4010145861679 0 -0.0790677417307038
110 1 35 "F" 1 0 2 0 0.556667 -10.8060213057971 -1.07433808339981 0 -9.73168322239732
111 9 52 "F" 2 0 0 0 0.55 -2.9357102504987 1.725935062242 0 -4.6616453127407
112 9 47 "M" 2 0 2 0 0.573333 6.99764797059201 2.54601268248622 0 4.45163528810579
113 9 32 "M" 2 0 0 0 0.516667 -8.64026157566694 -6.14533828994423 0 -2.49492328572271
114 83 96 "M" 2 0 0 0 0.526667 -36.9135231194598 -14.2921509600102 0 -22.6213721594496
115 83 106 "M" 2 1 1 0 0.533333 -10.8677747006018 -3.30975434616041 0 -7.5580203544414
116 83 45 "M" 2 0 0 0 0.52 -7.70334232353629 1.28386063376134 0 -8.98720295729763
117 84 25 "F" 2 0 0 0 0.556667 14.9986344220765 10.181199924631 0 4.81743449744546
118 84 27 "F" 2 0 1 0 0.58 -2.84006172195452 -2.55573691563754 0 -0.284324806316981
119 84 103 "F" 2 0 1 0 0.523333 -27.6386245757314 -3.02541010692695 0 -24.6132144688044
120 16 44 "F" 2 0 0 0 0.49 11.6434329500355 16.1519068259227 0 -4.50847387588722
121 16 50 "M" 2 0 0 0 0.496667 -18.2122045180972 -7.73713354547255 0 -10.4750709726247
122 16 41 "F" 2 1 0 0 0.543333 -27.7172212923381 4.24002401562653 0 -31.9572453079646
123 6 91 "F" 2 0 0 0 0.526667 -6.22790811117063 -5.83946981329357 0 -0.388438297877062
124 6 39 "F" 2 1 0 0 0.526667 5.24899954622424 4.15035678899142 0 1.09864275723282
125 6 40 "F" 2 0 1 0 0.543333 -28.3175248302253 -15.4526165662399 0 -12.8649082639854
126 10 57 "F" 2 0 0 0 0.563333 -9.15371090796663 -5.18749504748059 0 -3.96621586048604
127 10 28 "M" 2 1 2 0 0.576667 -13.7519217446342 -2.79791554352689 0 -10.9540062011073
128 12 34 "M" 2 2 0 0 0.563333 9.72804082670616 10.0745738207582 0 -0.346532994052085
129 12 62 "F" 2 0 1 0 0.48 3.47223299232654 -4.69569953615033 0 8.16793252847687
130 78 35 "M" 2 0 0 0 0.56 -5.86444083499264 2.97897038377394 0 -8.84341121876659
131 78 110 "F" 2 0 0 0 0.58 -18.7520974332911 -4.17794433072629 0 -14.5741531025648
132 89 63 "M" 2 1 1 0 0.6 -8.03207038230798 -8.50380776291204 0 0.471737380604058
133 89 43 "M" 2 0 0 0 0.48 1.52240497884687 6.89046194372418 0 -5.36805696487731
134 86 21 "F" 2 0 0 0 0.54 -30.533326271963 -4.60196194761964 0 -25.9313643243433
135 86 29 "M" 2 0 2 0 0.52 -7.9877756508851 13.4818437754491 0 -21.4696194263342
136 100 49 "M" 2 0 0 0 0.493333 16.1133357040675 4.43071384263512 0 11.6826218614324
137 100 61 "F" 2 0 0 0 0.56 -32.9953946635585 -1.50926188360773 0 -31.4861327799508
138 17 37 "M" 2 0 2 0 0.533333 -0.875115194698459 4.55548856814811 0 -5.43060376284657
139 17 51 "M" 2 0 0 0 0.55 -22.2291364840626 -0.401546812987013 0 -21.8275896710755
140 76 26 "F" 2 0 0 0 0.536667 -6.46313626485112 4.56121043546448 0 -11.0243467003156
141 76 24 "M" 2 0 0 0 0.513333 -14.0676669391911 -4.08425029487769 0 -9.98341664431337
142 102 95 "F" 2 0 0 0 0.556667 -33.3245404121411 -21.3649385561006 0 -11.9596018560404
143 102 55 "M" 2 1 1 0 0.523333 -5.95929000094133 1.56821916386591 0 -7.52750916480725
144 88 31 "F" 2 0 0 0 0.54 4.91124561547558 6.6004890117331 0 -1.68924339625752
145 88 33 "F" 2 0 0 0 0.58 -16.2166038560668 -9.81834413073577 0 -6.39825972533101
146 80 23 "M" 2 0 0 0 0.586667 -28.2872803118104 -11.1364370420338 0 -17.1508432697766
147 80 42 "M" 2 1 2 0 0.536667 -13.4669252522939 -4.37347676729449 0 -9.0934484849994
148 8 53 "F" 2 0 0 0 0.526667 -11.62407179394 -5.16111246673415 0 -6.46295932720587
149 8 72 "M" 2 0 0 0 0.55 -1.89050089932525 4.18995990571031 0 -6.08046080503556
150 13 56 "F" 2 0 1 0 0.553333 -10.6364216111979 1.34155436715598 0 -11.9779759783539
151 13 59 "F" 2 0 0 0 0.553333 12.2862402375868 10.3468645455601 0 1.93937569202677
152 15 58 "F" 2 0 0 0 0.616667 22.4842551123233 16.5350322601469 0 5.94922285217639
153 15 65 "F" 2 1 0 0 0.596667 -16.7511757889064 -0.17946817396858 0 -16.5717076149378
154 5 71 "F" 2 1 0 0 0.543333 -19.5088320421047 -0.242033206185982 0 -19.2667988359187
155 5 68 "M" 2 0 2 0 0.5 -4.00821567922036 2.50246900474948 0 -6.51068468396984
156 89 103 "F" 3 0 0 0 0.533333 -2.55269300607204 -3.37124536017291 0 0.818552354100869
157 89 51 "F" 3 0 0 0 0.573333 -0.486308443684272 -1.13353704977051 0 0.647228606086233
158 89 53 "F" 3 0 0 0 0.56 -4.60072836924685 -0.98882914912717 0 -3.61189922011968
159 78 27 "F" 3 0 0 0 0.533333 6.94636718716585 2.64086822816072 0 4.30549895900513
160 78 34 "F" 3 0 0 0 0.543333 -4.86067451375399 1.38983685891331 0 -6.2505113726673
161 78 24 "M" 3 0 0 0 0.533333 -14.3264216322898 -2.42269498838383 0 -11.903726643906
162 127 122 "M" 3 0 0 0 0.543333 -20.9574994300305 0.590313817231065 0 -21.5478132472615
163 127 40 "F" 3 0 0 0 0.63 -10.7911209403135 -1.77271868383878 0 -9.01840225647475
164 127 41 "F" 3 0 0 0 0.6 -1.38787021550267 7.94680268160145 0 -9.33467289710412
165 76 29 "F" 3 0 0 0 0.48 -15.5285574586997 0.0673778670590812 0 -15.5959353257588
166 76 150 "F" 3 0 0 0.125 0.7 -6.08962376808375 -6.29790292993756 0 0.208279161853808
167 76 65 "M" 3 0 0 0 0.526667 -3.45206547076362 -2.52489782563555 0 -0.927167645128075
168 147 39 "F" 3 0 0 0 0.553333 -25.7243671788332 -6.90422163497395 0 -18.8201455438593
169 147 23 "F" 3 0 0 0 0.556667 -11.6513169739272 2.02542145247935 0 -13.6767384264065
170 147 154 "M" 3 0 0 0 0.55 4.63265179287297 8.46381437812427 0 -3.8311625852513
171 132 96 "M" 3 0 0 0 0.57 2.62905613369409 6.3207406180606 0 -3.69168448436651
172 132 56 "F" 3 0 0 0 0.64 -10.394938778678 2.0141352460328 0 -12.4090740247108
173 88 44 "M" 3 0 0 0 0.623333 1.01781709178875 -0.910706437284358 0 1.92852352907311
174 88 62 "M" 3 0 0 0 0.613333 4.72238468248902 2.89484125096644 0 1.82754343152258
175 80 125 "F" 3 0 0 0 0.526667 -3.46777593464446 -0.546849392054481 0 -2.92092654258997
176 80 124 "M" 3 0 0 0 0.556667 -21.4031702058987 -20.4184985362182 0 -0.98467166968051
177 84 71 "F" 3 0 0 0 0.566667 -1.0408009868321 3.58369241486946 0 -4.62449340170157
178 84 153 "M" 3 0 0 0 0.566667 -4.39800515537437 -3.72600851616052 0 -0.671996639213848
179 155 119 "F" 3 0 0 0 0.51 -2.08301265861333 12.683088405183 0 -14.7661010637963
180 155 49 "F" 3 0 0 0 0.573333 14.2622570656902 21.6860031716614 0 -7.42374610597122
181 115 21 "M" 3 0 0 0 0.53 -34.6782817268941 -12.3972284217052 0 -22.2810533051889
182 115 43 "F" 3 0 0 0 0.563333 -4.02256829685237 5.89873888233546 0 -9.92130717918783
183 100 129 "F" 3 0 0 0 0.526667 -16.3262655184557 1.2401928857494 0 -17.5664584042051
184 100 58 "F" 3 0 0 0 0.52 13.5894568417372 -5.23707786444744 0 18.8265347061846
185 143 59 "F" 3 0 0 0 0.516667 4.03730143274791 6.20228003019657 0 -2.16497859744866
186 143 25 "M" 3 0 0 0 0.546667 7.99419475607393 7.08221584488381 0 0.911978911190125
187 128 95 "M" 3 0 0 0 0.516667 -6.74648360837136 -0.931983511755847 0 -5.81450009661551
188 128 28 "M" 3 0 0 0 0.573333 4.28483549830392 -2.95196700913778 0 7.23680250744169
189 86 32 "M" 3 0 0 0 0.54 -20.3407890396971 -10.8581523089479 0 -9.48263673074915
190 86 47 "F" 3 0 0 0 0.556667 -6.08572604580939 -6.24815056439685 0 0.162424518587455
191 102 31 "F" 3 0 0 0 0.56 -0.632052188392449 -2.33006543136885 0 1.6980132429764
192 102 61 "F" 3 0 0 0 0.593333 -17.8030954832315 -2.50816863757787 0 -15.2949268456536
193 135 110 "F" 3 0 0 0 0.583333 -5.53477754846175 9.53895336223853 0 -15.0737309107003
194 135 106 "F" 3 0 0 0 0.51 -17.4754846554264 -2.6597250667334 0 -14.815759588693
195 83 72 "F" 3 0 0 0 0.573333 21.2162743327204 18.9527594663337 0 2.26351486638673
196 83 118 "F" 3 0 0 0.0625 0.606667 -7.45947278010284 -4.29990827248603 0 -3.1595645076168
197 112 91 "F" 3 0 0 0.125 0.56 11.1661269487972 15.7554699441894 0 -4.58934299539219
198 112 68 "F" 3 0 0 0 0.536667 6.88914994630387 1.61941199723276 0 5.26973794907111
199 138 50 "F" 3 0 0 0 0.526667 -12.3696166089019 -10.8545290694571 0 -1.51508753944476
200 138 55 "F" 3 0 0 0 0.576667 2.84597811295266 5.76937300524498 0 -2.92339489229233
