"Progeny" "Sire" "Dam" "Sex" "G" "NMPrg" "NFPrg" "F" "Homo" "Phen" "Res" "Polygene" "QTL"
45 0 0 "F" 0 2 1 0 0.546667 18.200409919302 4.74066024995693 0 13.4597496693451
46 0 0 "F" 0 1 0 0 0.603333 -10.2612006496734 -16.4244693900908 0 6.1632687404174
47 0 0 "F" 0 0 2 0 0.593333 0.7619748245483 -12.010017220624 0 12.7719920451723
48 0 0 "F" 0 0 1 0 0.57 2.61641772629422 -16.3875059926076 0 19.0039237189019
49 0 0 "F" 0 0 3 0 1 -14.119976646305 -3.2992996501559 0 -10.8206769961491
50 0 0 "F" 0 2 0 0 0.526667 -0.297658701420133 5.24850301974651 0 -5.54616172116664
51 0 0 "F" 0 0 3 0 0.503333 -23.014706942002 -6.52543140467603 0 -16.489275537326
52 0 0 "F" 0 2 1 0 0.596667 -27.7125564137555 -25.8284552678479 0 -1.88410114590768
53 0 0 "F" 0 3 0 0 0.53 1.93406146369587 -6.07823680760598 0 8.01229827130185
54 0 0 "F" 0 1 2 0 0.523333 5.43755681449274 0.185710424010734 0 5.25184639048201
55 0 0 "F" 0 0 3 0 0.54 3.34065338447244 -1.36942806868923 0 4.71008145316167
56 0 0 "F" 0 1 2 0 0.523333 -14.5647218010331 -9.92511481215015 0 -4.63960698888293
57 0 0 "F" 0 0 3 0 0.616667 7.33552341215766 -3.18840523229304 0 10.5239286444507
58 0 0 "F" 0 2 1 0 0.58 1.14080995016301 -10.821969145044 0 11.962779095207
59 0 0 "F" 0 0 3 0 0.543333 18.5683443685595 11.08449689403 0 7.48384747452943
60 0 0 "F" 0 1 2 0 0.54 0.0864159041230419 -8.46064201678571 0 8.54705792090875
61 0 0 "F" 0 2 1 0 0.58 25.3969575714837 17.9521919484791 0 7.44476562300464
62 0 0 "F" 0 1 0 0 0.546667 28.2240393214591 18.8757121363238 0 9.34832718513532
63 0 0 "F" 0 1 2 0 0.543333 -5.10722361129045 -1.04322737956872 0 -4.06399623172173
64 0 0 "F" 0 1 2 0 0.546667 -2.38528777119815 0.513137762559608 0 -2.89842553375776
65 0 0 "F" 0 0 1 0 0.583333 0.953396228179989 3.52201108249791 0 -2.56861485431792
66 0 0 "F" 0 1 1 0 0.556667 4.47627307391583 11.6195694247897 0 -7.14329635087383
67 0 0 "F" 0 2 0 0 0.56 -9.12556350390986 -0.80906105041562 0 -8.31650245349424
68 0 0 "F" 0 1 1 0 0.496667 31.1400835152598 20.4242610622634 0 10.7158224529965
69 0 0 "F" 0 3 0 0 0.546667 8.93210616160294 -1.06772256729176 0 9.9998287288947
70 0 0 "F" 0 0 2 0 0.586667 9.8823688070991 11.2535556861944 0 -1.37118687909526
71 0 0 "F" 0 0 2 0 0.55 -0.977339108502553 -6.99527999073599 0 6.01794088223343
72 0 0 "F" 0 3 0 0 0.55 28.9196380128223 22.6122397876624 0 6.30739822515994
73 0 0 "F" 0 1 2 0 0.546667 3.35227263559756 -1.11047501038494 0 4.4627476459825
74 0 0 "F" 0 2 1 0 0.603333 9.94379474371008 17.7605841629372 0 -7.8167894192271
75 0 0 "F" 0 2 1 0 0.556667 -2.13010653535793 -6.02801267309801 0 3.89790613774008
76 0 0 "F" 0 1 2 0 0.526667 -3.54744952610861 -12.3688474675714 0 8.8213979414628
77 0 0 "F" 0 0 1 0 0.54 10.4867934622252 6.1302987874461 0 4.35649467477912
78 0 0 "F" 0 3 0 0 0.556667 14.5231718394653 1.77521488046816 0 12.7479569589971
79 0 0 "F" 0 0 3 0 0.59 19.1635499161595 0.575254177852515 0 18.588295738307
80 0 0 "F" 0 1 0 0 0.563333 -3.32974621889951 1.60263438174888 0 -4.93238060064839
81 0 0 "F" 0 1 1 0 0.57 -8.16387637637345 -13.8130018057153 0 5.64912542934185
82 0 0 "F" 0 3 0 0 0.506667 10.5989654736004 4.59579733852571 0 6.00316813507467
83 0 0 "F" 0 2 1 0 0.543333 2.71989099966319 9.13430258912788 0 -6.41441158946469
84 0 0 "F" 0 2 0 0 0.523333 -13.1741122245224 -9.06904661107562 0 -4.10506561344676
85 0 0 "F" 0 2 1 0 0.57 -9.481283996793 2.64517538782875 0 -12.1264593846218
86 0 0 "F" 0 1 1 0 0.536667 34.4786566682065 19.1111744842499 0 15.3674821839566
87 0 0 "F" 0 3 0 0 0.616667 -15.8883817268109 -7.94223774716428 0 -7.94614397964664
88 0 0 "F" 0 2 1 0 0.55 12.3726314136172 1.78429529787854 0 10.5883361157387
89 0 0 "F" 0 2 1 0 0.54 -1.09784366349491 -9.22534566972152 0 8.12750200622661
90 0 0 "F" 0 1 0 0 0.553333 -8.8252804656113 8.76196577859135 0 -17.5872462442026
91 0 0 "F" 0 0 1 0 0.563333 -3.94032326667013 0.105235447134516 0 -4.04555871380465
92 0 0 "F" 0 1 2 0 0.52 9.79473973563171 4.93202685504159 0 4.86271288059013
93 0 0 "F" 0 0 1 0 0.603333 -34.8788177500182 -18.0604417913791 0 -16.8183759586391
94 0 0 "F" 0 1 0 0 0.576667 22.4534717685616 12.8142103027754 0 9.63926146578619
95 0 0 "F" 0 2 1 0 0.54 11.3863113168329 8.87269260452566 0 2.51361871230726
96 0 0 "F" 0 1 2 0 0.57 -5.26953148207456 -5.58800878150095 0 0.318477299426395
97 0 0 "F" 0 2 1 0 0.58 9.08056122184268 -7.53827410381659 0 16.6188353256593
98 0 0 "F" 0 2 1 0 0.566667 -5.34986915240124 8.1910367624555 0 -13.5409059148567
99 0 0 "F" 0 2 1 0 0.596667 -11.2822518113487 -11.410970007686 0 0.128718196337352
100 0 0 "F" 0 2 1 0 0.593333 -2.00283531064314 -1.17197119386823 0 -0.830864116774907
101 8 88 "F" 1 0 0 0 0.556667 6.7645858998632 3.66992499206217 0 3.09466090780103
102 8 65 "F" 1 0 0 0 0.556667 -20.9785075777465 -6.56498973245608 0 -14.4135178452904
103 8 67 "M" 1 3 3 0 0.546667 -16.0558423599624 -3.78826403137014 0 -12.2675783285923
104 5 71 "F" 1 1 1 0 0.603333 -1.15519126316261 -0.127776769494019 0 -1.02741449366859
105 5 35 "F" 1 0 0 0 0.566667 3.88034618823874 13.1392126444727 0 -9.25886645623394
106 5 89 "M" 1 1 3 0 0.543333 11.8023982984089 3.72034551923313 0 8.08205277917582
107 10 54 "M" 1 0 0 0 0.56 4.33455434205638 -3.02217889883716 0 7.35673324089354
108 10 99 "F" 1 0 0 0 0.526667 -22.812703504573 -19.4464495866852 0 -3.36625391788777
109 10 64 "F" 1 0 0 0 0.566667 -5.26277316879279 -9.9712710738848 0 4.70849790509202
110 20 91 "F" 1 1 1 0 0.613333 -21.2815065922993 -14.7926655905222 0 -6.48884100177712
111 20 68 "M" 1 0 0 0 0.533333 -9.83179336725313 -21.5217133185589 0 11.6899199513058
112 20 46 "M" 1 0 0 0 0.543333 7.6574946374515 4.21400471313277 0 3.44348992431873
113 26 53 "M" 1 0 0 0 0.596667 2.40111689420615 -1.85956714315125 0 4.2606840373574
114 26 56 "F" 1 1 1 0 0.57 2.2828128114006 -11.6078082063814 0 13.890621017782
115 26 38 "M" 1 0 0 0 0.603333 1.6705383275264 -9.44101200356935 0 11.1115503310957
116 11 34 "F" 1 2 0 0 0.556667 6.22914535598892 3.88550163512937 0 2.34364372085955
117 11 33 "M" 1 0 0 0 0.586667 9.40356787163062 0.956753449157041 0 8.44681442247358
118 11 76 "F" 1 0 0 0 0.533333 34.8925999253032 23.4889451504253 0 11.4036547748779
119 22 82 "M" 1 0 0 0 0.56 18.8685311663202 -6.72542415579484 0 25.5939553221151
120 22 57 "F" 1 0 2 0 0.5 15.4476851142029 0.258976269746865 0 15.188708844456
121 22 44 "M" 1 0 0 0 0.546667 11.4676666256173 -6.68489430283372 0 18.152560928451
122 3 59 "F" 1 0 0 0 0.586667 -14.10949432243 -15.2739478283869 0 1.16445350595686
123 3 62 "M" 1 0 0 0 0.576667 17.8929417781514 -0.133738920365153 0 18.0266806985165
124 3 60 "M" 1 0 0 0 0.57 22.1967722657299 11.9098190024221 0 10.2869532633078
125 14 70 "F" 1 0 0 0 0.62 -20.4027004133676 -8.14546858009608 0 -12.2572318332716
126 14 55 "F" 1 2 0 0 0.533333 16.1943304925999 2.26339469357135 0 13.9309357990286
127 14 36 "M" 1 3 2 0 0.503333 38.9731565260972 9.92753370862357 0 29.0456228174736
128 2 83 "M" 1 0 0 0 0.513333 -6.17275840625934 -6.14377816899851 0 -0.0289802372608223
129 2 37 "M" 1 0 0 0 0.53 -29.7095341345181 -30.0343973798352 0 0.324863245317123
130 2 32 "M" 1 0 0 0 0.573333 19.1209727188772 12.764501674277 0 6.35647104460022
131 29 51 "F" 1 0 0 0 0.586667 -12.1755658672182 3.71205877337856 0 -15.8876246405968
132 29 58 "F" 1 0 0 0 0.533333 13.6643137858501 5.98535019267308 0 7.67896359317706
133 18 92 "F" 1 2 0 0 0.553333 12.1727992551012 -6.17977561344603 0 18.3525748685472
134 18 97 "M" 1 0 0 0 0.603333 51.6224563220862 20.7663734849432 0 30.856082837143
135 24 31 "F" 1 2 0 0 0.57 -6.13290827451944 7.76637251212942 0 -13.8992807866489
136 24 42 "F" 1 0 0 0 0.56 -0.893842713331762 1.35579846367281 0 -2.24964117700457
137 25 69 "M" 1 3 1 0 0.546667 5.51223740453334 -14.4213569932967 0 19.9335943978301
138 25 79 "F" 1 0 2 0 0.57 6.51663080031581 0.168993114071277 0 6.34763768624453
139 12 95 "M" 1 0 0 0 0.55 17.3160806937908 11.345689194799 0 5.97039149899185
140 12 96 "F" 1 1 1 0 0.526667 6.13159305559955 0.276709979424003 0 5.85488307617555
141 13 72 "M" 1 0 0 0 0.563333 14.4177094762088 13.2428745882888 0 1.17483488792005
142 13 47 "F" 1 0 0 0 0.566667 5.94107008725561 -11.3383115039259 0 17.2793815911815
143 16 86 "M" 1 4 0 0 0.57 3.68948545845144 3.76939526666156 0 -0.0799098082101186
144 16 77 "F" 1 1 1 0 0.506667 -13.5380912676644 -14.0709095474855 0 0.532818279821179
145 7 39 "M" 1 2 3 0 0.57 8.95393753546248 1.76593706043651 0 7.18800047502597
146 7 94 "M" 1 3 2 0 0.586667 17.933025385089 0.126327695958682 0 17.8066976891303
147 17 40 "M" 1 2 4 0 0.543333 0.558049488745715 -2.72995681663497 0 3.28800630538068
148 17 90 "M" 1 0 0 0 0.58 5.52432648961424 4.01852566207069 0 1.50580082754356
149 30 100 "F" 1 0 0 0 0.576667 4.12199701359252 -2.03166322811985 0 6.15366024171236
150 30 93 "F" 1 1 1 0 0.583333 18.0652193801373 18.8679539328858 0 -0.802734552748468
151 28 50 "M" 1 0 0 0 0.523333 -3.07994816902039 -3.11172162965603 0 0.0317734606356426
152 28 73 "M" 1 3 3 0 0.5 -2.74769700759516 -2.74994437242169 0 0.00224736482652554
153 4 87 "M" 1 0 0 0 0.56 -7.82375698816201 -4.87193977122875 0 -2.95181721693326
154 4 81 "F" 1 2 0 0 0.553333 -12.5010543257798 -33.8660251102173 0 21.3649707844376
155 1 41 "F" 1 1 1 0 0.6 11.3662765422792 7.91315041530961 0 3.45312612696959
156 1 61 "F" 1 0 0 0 0.556667 15.1059732586697 6.98692582545737 0 8.11904743321235
157 21 49 "F" 1 0 0 0 0.596667 -5.79153000720157 -1.91027317647991 0 -3.88125683072166
158 21 45 "F" 1 0 0 0 0.566667 4.84118578085412 -5.37598424948646 0 10.2171700303406
159 19 66 "F" 1 0 0 0 0.586667 19.3926528383422 8.2332369384177 0 11.1594158999245
160 19 85 "M" 1 0 0 0 0.53 -11.5874595777442 -6.46302547671644 0 -5.12443410102779
161 23 74 "M" 1 4 2 0 0.543333 0.321723601560652 7.68025780393965 0 -7.35853420237899
162 23 75 "M" 1 0 0 0 0.573333 -13.9571248192217 -13.7709690559385 0 -0.186155763283235
163 6 52 "M" 1 1 3 0 0.53 -24.047122550677 -14.453293940801 0 -9.59382860987593
164 6 78 "M" 1 3 1 0 0.523333 0.222177231997531 -1.26382265545423 0 1.48599988745176
165 9 98 "M" 1 4 0 0 0.55 -21.9470090282978 -5.33310782128382 0 -16.613901207014
166 9 48 "F" 1 0 0 0 0.513333 25.3711918582993 17.8726049805138 0 7.4985868777855
167 27 84 "M" 1 0 0 0 0.563333 32.8860147198352 18.4387303997743 0 14.4472843200609
168 27 80 "M" 1 3 1 0 0.586667 -0.613781467392611 -2.84508803578971 0 2.2313065683971
169 15 63 "F" 1 0 0 0 0.52 14.2957053944618 7.18282312716576 0 7.11288226729607
170 15 43 "M" 1 4 0 0 0.56 17.372020876251 4.85726749440421 0 12.5147533818468
171 1 66 "M" 2 0 0 0 0.54 5.34809578444304 3.13326789987088 0 2.21482788457216
172 1 83 "M" 2 0 0 0 0.543333 5.59965708931961 7.86339619052204 0 -2.26373910120243
173 1 56 "M" 2 2 0 0 0.59 10.7157125212628 8.84498763705073 0 1.87072488421206
174 103 96 "F" 2 0 0 0 0.556667 -10.0486057009402 -5.42511437943841 0 -4.62349132150181
175 103 84 "M" 2 0 0 0 0.506667 -11.8042517409428 -7.81698546674596 0 -3.98726627419684
176 103 138 "F" 2 0 0 0 0.536667 -2.83330575956858 3.38381580390833 0 -6.21712156347691
177 127 150 "M" 2 0 0 0 0.62 22.3231057712829 -8.02385364314479 0 30.3469594144277
178 127 53 "M" 2 2 1 0 0.583333 37.5268996816002 11.1132307613604 0 26.4136689202398
179 127 39 "M" 2 0 0 0 0.533333 -0.0605902784344448 -4.13658203519073 0 4.07599175675629
180 145 144 "M" 2 0 0 0 0.593333 16.2705084939642 13.7804849339958 0 2.49002355996848
181 145 64 "F" 2 1 0 0 0.593333 0.258166855242489 7.53399252300535 0 -7.27582566776286
182 145 75 "F" 2 0 0 0 0.586667 -5.34554139335071 -8.75238780810803 0 3.40684641475732
183 6 100 "M" 2 0 0 0 0.56 -6.0810712148259 -8.79590570944257 0 2.71483449461666
184 6 38 "F" 2 0 0 0 0.563333 7.04157370092422 -0.838305893812385 0 7.8798795947366
185 6 47 "F" 2 0 0 0 0.536667 7.06880132760274 4.51669272639767 0 2.55210860120507
186 146 110 "F" 2 0 0 0 0.52 -7.91525595968069 -16.0177758290971 0 8.10251986941638
187 146 67 "M" 2 0 0 0 0.516667 -6.54389408292678 -3.2118571317689 0 -3.33203695115788
188 146 44 "M" 2 0 0 0 0.583333 16.3283365539819 1.60312262222688 0 14.725213931755
189 161 41 "F" 2 1 0 0 0.57 -12.7648469675935 -9.19293051023821 0 -3.57191645735529
190 161 52 "M" 2 0 0 0 0.556667 -16.2621626249352 -19.8153591358402 0 3.55319651090504
191 161 88 "M" 2 0 0 0 0.56 7.57689115361004 7.33164883767434 0 0.245242315935695
192 152 50 "M" 2 3 0 0 0.576667 24.7594683285286 16.2700119117858 0 8.48945641674277
193 152 114 "M" 2 0 3 0 0.546667 -12.0149329451638 -19.6294681595674 0 7.6145352144036
194 152 89 "M" 2 0 2 0 0.573333 5.67759030936655 -11.9939564414398 0 17.6715467508064
195 147 61 "M" 2 0 0 0 0.503333 0.732519595049398 -0.950359881652377 0 1.68287947670177
196 147 79 "F" 2 1 0 0 0.516667 16.3677708497049 2.31122199559707 0 14.0565488541079
197 147 104 "F" 2 0 0 0 0.563333 2.35983303185784 9.55232625253388 0 -7.19249322067604
198 22 126 "M" 2 0 0 0 0.566667 15.5130508066935 -0.848653962276363 0 16.3617047689698
199 22 71 "F" 2 0 0 0 0.583333 25.3380875571425 4.29135047557628 0 21.0467370815662
200 22 82 "M" 2 1 1 0 0.553333 3.82357129946568 -9.53566763930326 0 13.3592389387689
201 163 59 "F" 2 0 0 0 0.59 7.4557866359477 13.1989761295943 0 -5.74318949364658
202 163 92 "F" 2 0 1 0 0.56 -6.66804113541865 -7.5678656145488 0 0.899824479130147
203 26 154 "M" 2 0 0 0 0.553333 42.7674794371239 15.3027677498141 0 27.4647116873099
204 26 33 "M" 2 0 0 0 0.53 -9.89004676434382 -17.7521228612602 0 7.8620760969164
205 18 85 "F" 2 0 0 0 0.56 -28.5661769745436 -9.38872455235273 0 -19.1774524221909
206 18 99 "M" 2 0 0 0 0.553333 6.01081361063614 6.1485894299455 0 -0.137775819309358
207 15 86 "F" 2 0 0 0 0.586667 13.2637637791583 -1.41149919180547 0 14.6752629709638
208 15 120 "F" 2 0 1 0 0.563333 -11.3674283159784 -27.3975246364968 0 16.0300963205184
209 19 74 "M" 2 0 0 0 0.553333 24.5346259288064 23.9999115284894 0 0.534714400317031
210 19 54 "F" 2 0 1 0 0.583333 8.38766027317724 6.90061823493593 0 1.48704203824131
211 3 55 "F" 2 0 1 0 0.563333 -2.44170847236609 -11.9547280178301 0 9.51301954546403
212 3 49 "F" 2 0 0 0 0.576667 -2.38843765721207 -6.44665173578889 0 4.05821407857681
213 5 97 "M" 2 0 0 0 0.536667 9.90404346437006 -1.79127706467372 0 11.6953205290438
214 5 34 "M" 2 2 0 0 0.51 23.6252498116828 17.5683193479978 0 6.05693046368497
215 7 72 "M" 2 1 2 0 0.523333 23.9393760042713 4.34201904932524 0 19.597356954946
216 7 95 "F" 2 1 0 0 0.546667 21.5200275272735 15.0196642593644 0 6.50036326790906
217 170 31 "M" 2 0 0 0 0.526667 9.31793013609156 9.47547155442213 0 -0.157541418330567
218 170 45 "M" 2 0 0 0 0.543333 16.5603767676641 6.5122104457178 0 10.0481663219463
219 143 36 "M" 2 0 0 0 0.563333 -3.30600273235303 -5.09581208319066 0 1.78980935083763
220 143 87 "M" 2 1 1 0 0.55 -1.27637770410538 6.72884070154122 0 -8.0052184056466
221 29 98 "F" 2 0 1 0 0.586667 -16.7605974692737 -8.63446482268978 0 -8.12613264658395
222 29 116 "M" 2 0 3 0 0.53 -2.36069471519119 6.64596964479932 0 -9.00666435999051
223 10 69 "M" 2 1 2 0 0.54 20.653968990908 4.10517744450043 0 16.5487915464076
224 10 57 "F" 2 1 0 0 0.58 8.64626615379099 0.247540838491777 0 8.39872531529921
225 106 51 "F" 2 0 0 0 0.606667 -24.6764552475183 -6.84748911451673 0 -17.8289661330016
226 106 60 "F" 2 0 0 0 0.563333 4.21039914962463 -5.94789820959985 0 10.1582973592245
227 28 155 "M" 2 1 1 0 0.57 0.296056965390148 5.96952260879319 0 -5.67346564340305
228 28 70 "F" 2 0 1 0 0.516667 -6.96587262828663 -6.16805266734491 0 -0.797819960941726
229 24 135 "M" 2 2 0 0.25 0.563333 -15.3736376543998 -5.74604793582142 0 -9.62758971857835
230 24 140 "F" 2 0 1 0 0.54 -5.46795645720929 -3.50781757156696 0 -1.96013888564233
231 23 68 "F" 2 0 1 0 0.54 12.8998914050804 11.2048001635539 0 1.69509124152657
232 23 73 "F" 2 0 1 0 0.536667 -21.7612226378799 -18.6414281069538 0 -3.11979453092612
233 164 133 "M" 2 0 0 0 0.553333 9.28754570532321 8.91749871684988 0 0.37004698847333
234 164 63 "M" 2 0 0 0 0.513333 11.7658743324278 5.34065638274812 0 6.42521794967967
235 137 35 "M" 2 0 0 0 0.526667 -2.96822049193891 -17.2995493120873 0 14.3313288201484
236 137 58 "M" 2 2 0 0 0.516667 31.1037462555775 8.5644484967246 0 22.5392977588529
237 168 37 "M" 2 0 0 0 0.596667 1.57437153642882 4.3091281729062 0 -2.73475663647739
238 168 81 "M" 2 0 2 0 0.576667 -13.6042500441146 -1.837796098819 0 -11.7664539452956
239 165 78 "M" 2 0 0 0 0.563333 -6.69980686428373 0.0515551169988073 0 -6.75136198128254
240 165 76 "M" 2 0 0 0 0.6 -12.0337366493541 -3.01345237214188 0 -9.02028427721226
241 103 150 "F" 3 0 0 0 0.62 -30.0608791609062 -11.4930412525214 0 -18.5678379083848
242 103 140 "M" 3 0 0 0 0.496667 -15.2928279380732 -5.11941153878205 0 -10.1734163992911
243 103 85 "M" 3 0 0 0 0.546667 -24.814501451214 2.36055039975168 0 -27.1750518509657
244 222 114 "F" 3 0 0 0 0.583333 11.0879700118848 -2.84864196933324 0 13.9366119812181
245 222 230 "F" 3 0 0 0 0.533333 -9.87012396960983 8.50710617681002 0 -18.3772301464199
246 222 59 "F" 3 0 0 0 0.513333 -5.33357139139607 -0.909015349466303 0 -4.42455604192976
247 161 92 "M" 3 0 0 0 0.52 4.67184641227302 2.73555560089353 0 1.9362908113795
248 161 73 "F" 3 0 0 0 0.576667 4.11941096357716 7.83552063235885 0 -3.71610966878169
249 161 133 "M" 3 0 0 0 0.623333 -18.2074978195884 -12.9677867709284 0 -5.23971104866001
250 152 210 "F" 3 0 0 0 0.523333 15.9131717972217 7.15212907305211 0 8.76104272416959
251 152 56 "F" 3 0 0 0 0.523333 -10.0846838797529 -14.0053324592551 0 3.92064857950224
252 152 202 "F" 3 0 0 0 0.56 17.1186487800599 14.678808038416 0 2.439840741644
253 223 79 "F" 3 0 0 0 0.54 20.7799781541949 5.01714413596129 0 15.7628340182337
254 223 54 "F" 3 0 0 0 0.523333 9.3308404306984 -0.92993817734478 0 10.2607786080432
255 223 33 "M" 3 0 0 0 0.586667 16.6247820206162 8.41431697582105 0 8.21046504479511
256 193 63 "F" 3 0 0 0 0.56 1.3351907002575 -0.570055830546188 0 1.90524653080369
257 193 60 "F" 3 0 0 0 0.563333 47.8695396322152 21.7063184726952 0 26.1632211595199
258 193 34 "F" 3 0 0 0 0.54 6.06748029931781 2.56137083699517 0 3.50610946232264
259 215 69 "M" 3 0 0 0 0.533333 19.078338994156 10.6557617286734 0 8.42257726548265
260 215 144 "F" 3 0 0 0 0.47 18.3745366702153 6.78109971934393 0 11.5934369508714
261 215 155 "F" 3 0 0 0 0.553333 3.60285168110827 -5.507526275862 0 9.11037795697028
262 147 58 "M" 3 0 0 0 0.523333 1.29559321803655 1.05922644714685 0 0.236366770889696
263 147 232 "F" 3 0 0 0 0.533333 2.18214757826673 0.597196747462346 0 1.58495083080438
264 147 120 "F" 3 0 0 0 0.57 4.96900643275571 -2.67158162642035 0 7.64058805917606
265 178 52 "F" 3 0 0 0 0.583333 13.7290411933842 -2.18310951908105 0 15.9121507124652
266 178 100 "M" 3 0 0 0 0.573333 32.8517938064869 15.1766231619704 0 17.6751706445165
267 178 64 "M" 3 0 0 0 0.57 -5.25360303541397 -15.0856691611562 0 9.83206612574223
268 192 87 "M" 3 0 0 0 0.56 20.9816268267135 16.4662298728541 0 4.51539695385946
269 192 61 "M" 3 0 0 0 0.546667 15.4589855268632 8.88421677821635 0 6.5747687486468
270 192 88 "M" 3 0 0 0 0.533333 14.1712637097787 3.09233697586887 0 11.0789267339099
271 137 76 "F" 3 0 0 0 0.52 13.0625192328682 3.44143848767679 0 9.62108074519137
272 137 189 "M" 3 0 0 0 0.533333 26.215442465646 13.7536895290375 0 12.4617529366084
273 214 45 "M" 3 0 0 0 0.566667 31.0325034293762 22.9627540067128 0 8.06974942266347
274 214 75 "M" 3 0 0 0 0.543333 0.833805662071588 -1.22409762430738 0 2.05790328637897
275 164 57 "F" 3 0 0 0 0.586667 -4.14136892358851 -2.35722116319954 0 -1.78414776038897
276 164 44 "M" 3 0 0 0 0.573333 11.5471049901726 8.3029289405224 0 3.24417604965017
277 194 211 "F" 3 0 0 0 0.54 11.9758293708787 -6.57849231935245 0 18.5543216902311
278 194 228 "F" 3 0 0 0.0625 0.513333 6.61794222555573 4.05428790774245 0 2.56365431781328
